Timestamp,Identifier,PupilPositionX,PupilPositionY,PupilPositionZ,UnityWorldPositionX,UnityWorldPositionY,UnityWorldPositionZ
1.0000,norm_pos_0,0.2125,0.5080,0.0000,-6.1174,2.1569,-14.5457
1.0000,norm_pos_0,0.2117,0.5089,0.0000,-6.1235,2.1605,-14.5514
1.0000,norm_pos_0,0.2142,0.5093,0.0000,-6.1300,2.1612,-14.5496
1.0000,norm_pos_0,0.2174,0.5117,0.0000,-6.1465,2.1687,-14.5538
1.0000,norm_pos_0,0.2186,0.5127,0.0000,-6.1504,2.1707,-14.5541
1.0000,norm_pos_0,0.2187,0.5137,0.0000,-6.1515,2.1730,-14.5557
1.0000,norm_pos_0,0.2204,0.5147,0.0000,-6.1565,2.1749,-14.5555
1.0000,norm_pos_0,0.2184,0.5152,0.0000,-6.1572,2.1780,-14.5610
1.0000,norm_pos_0,0.2189,0.5164,0.0000,-6.1594,2.1805,-14.5624
0.9900,norm_pos_0,0.8016,0.6623,0.0000,-7.5592,2.8159,-14.4173
0.6945,norm_pos_0,0.5624,0.3366,0.0000,-6.8269,1.9486,-14.2168
0.8451,norm_pos_0,1.0423,0.6892,0.0000,-8.1908,2.8656,-14.3099
0.6977,norm_pos_0,1.0354,0.6862,0.0000,-8.1720,2.8578,-14.3106
0.8251,norm_pos_0,1.0479,0.6889,0.0000,-8.2053,2.8641,-14.3064
0.8480,norm_pos_0,1.0595,0.6905,0.0000,-8.2342,2.8732,-14.3037
0.7147,norm_pos_0,1.0584,0.6896,0.0000,-8.2306,2.8743,-14.3033
0.9484,norm_pos_0,0.8067,0.6653,0.0000,-7.5706,2.8332,-14.4168
0.9900,norm_pos_0,1.1957,0.7747,0.0000,-8.6149,3.1040,-14.3079
1.0000,norm_pos_0,1.2094,0.7764,0.0000,-8.6492,3.1154,-14.3035
1.0000,norm_pos_0,1.2113,0.7755,0.0000,-8.6540,3.1128,-14.3015
1.0000,norm_pos_0,1.2256,0.7790,0.0000,-8.6921,3.1212,-14.2971
1.0000,norm_pos_0,1.2217,0.7778,0.0000,-8.6810,3.1201,-14.2987
1.0000,norm_pos_0,1.2203,0.7776,0.0000,-8.6776,3.1199,-14.2993
1.0000,norm_pos_0,1.2182,0.7770,0.0000,-8.6719,3.1182,-14.2998
1.0000,norm_pos_0,1.2184,0.7771,0.0000,-8.6723,3.1187,-14.2999
1.0000,norm_pos_0,1.2215,0.7788,0.0000,-8.6803,3.1218,-14.3022
1.0000,norm_pos_0,1.2238,0.7801,0.0000,-8.6837,3.1274,-14.3085
1.0000,norm_pos_0,1.2176,0.7784,0.0000,-8.6672,3.1234,-14.3102
1.0000,norm_pos_0,1.2172,0.7785,0.0000,-8.6660,3.1235,-14.3105
1.0000,norm_pos_0,1.2157,0.7786,0.0000,-8.6622,3.1241,-14.3115
1.0000,norm_pos_0,1.2074,0.7759,0.0000,-8.6360,3.1206,-14.3212
1.0000,norm_pos_0,1.2032,0.7757,0.0000,-8.6251,3.1206,-14.3232
1.0000,norm_pos_0,1.2025,0.7753,0.0000,-8.6201,3.1190,-14.3306
1.0000,norm_pos_0,1.1890,0.7722,0.0000,-8.5841,3.1119,-14.3346
1.0000,norm_pos_0,1.1785,0.7686,0.0000,-8.5533,3.1026,-14.3415
1.0000,norm_pos_0,1.1724,0.7671,0.0000,-8.5368,3.0990,-14.3432
1.0000,norm_pos_0,1.1692,0.7667,0.0000,-8.5283,3.0984,-14.3445
1.0000,norm_pos_0,1.1630,0.7646,0.0000,-8.5115,3.0933,-14.3457
1.0000,norm_pos_0,1.1556,0.7620,0.0000,-8.4881,3.0903,-14.3529
1.0000,norm_pos_0,1.1537,0.7612,0.0000,-8.4829,3.0881,-14.3530
1.0000,norm_pos_0,1.1497,0.7600,0.0000,-8.4692,3.0904,-14.3588
1.0000,norm_pos_0,1.1427,0.7575,0.0000,-8.4501,3.0840,-14.3599
1.0000,norm_pos_0,1.1427,0.7573,0.0000,-8.4502,3.0836,-14.3597
1.0000,norm_pos_0,1.1353,0.7555,0.0000,-8.4284,3.0834,-14.3636
1.0000,norm_pos_0,1.1350,0.7548,0.0000,-8.4277,3.0815,-14.3631
1.0000,norm_pos_0,1.1282,0.7520,0.0000,-8.4089,3.0759,-14.3630
1.0000,norm_pos_0,1.1287,0.7515,0.0000,-8.4101,3.0744,-14.3622
1.0000,norm_pos_0,1.1240,0.7500,0.0000,-8.3974,3.0708,-14.3632
1.0000,norm_pos_0,1.1201,0.7495,0.0000,-8.3869,3.0698,-14.3647
1.0000,norm_pos_0,1.1254,0.7506,0.0000,-8.4013,3.0742,-14.3627
1.0000,norm_pos_0,1.1206,0.7493,0.0000,-8.3882,3.0737,-14.3633
1.0000,norm_pos_0,1.1235,0.7500,0.0000,-8.3961,3.0755,-14.3625
1.0000,norm_pos_0,1.1245,0.7505,0.0000,-8.3988,3.0766,-14.3625
1.0000,norm_pos_0,1.1221,0.7499,0.0000,-8.3925,3.0759,-14.3622
1.0000,norm_pos_0,1.1234,0.7501,0.0000,-8.3959,3.0766,-14.3618
1.0000,norm_pos_0,1.1255,0.7510,0.0000,-8.4017,3.0787,-14.3616
1.0000,norm_pos_0,1.1172,0.7483,0.0000,-8.3796,3.0728,-14.3621
1.0000,norm_pos_0,1.1182,0.7489,0.0000,-8.3824,3.0743,-14.3621
1.0000,norm_pos_0,1.1214,0.7498,0.0000,-8.3912,3.0763,-14.3610
1.0000,norm_pos_0,1.1196,0.7499,0.0000,-8.3866,3.0767,-14.3620
1.0000,norm_pos_0,1.1200,0.7488,0.0000,-8.3873,3.0738,-14.3608
1.0000,norm_pos_0,1.1222,0.7503,0.0000,-8.3927,3.0799,-14.3617
1.0000,norm_pos_0,1.1203,0.7500,0.0000,-8.3878,3.0792,-14.3624
1.0000,norm_pos_0,1.1215,0.7494,0.0000,-8.3907,3.0776,-14.3613
1.0000,norm_pos_0,1.1298,0.7493,0.0000,-8.4124,3.0765,-14.3570
1.0000,norm_pos_0,1.1440,0.7507,0.0000,-8.4488,3.0816,-14.3523
1.0000,norm_pos_0,1.1519,0.7516,0.0000,-8.4689,3.0857,-14.3500
1.0000,norm_pos_0,1.1416,0.7473,0.0000,-8.4408,3.0748,-14.3510
1.0000,norm_pos_0,1.1370,0.7466,0.0000,-8.4287,3.0731,-14.3526
1.0000,norm_pos_0,1.1388,0.7465,0.0000,-8.4321,3.0750,-14.3531
1.0000,norm_pos_0,1.1384,0.7462,0.0000,-8.4310,3.0741,-14.3530
1.0000,norm_pos_0,1.1431,0.7474,0.0000,-8.4435,3.0770,-14.3518
1.0000,norm_pos_0,1.1427,0.7477,0.0000,-8.4426,3.0779,-14.3523
1.0000,norm_pos_0,1.1429,0.7478,0.0000,-8.4410,3.0816,-14.3546
1.0000,norm_pos_0,1.1409,0.7474,0.0000,-8.4328,3.0856,-14.3594
1.0000,norm_pos_0,1.1372,0.7459,0.0000,-8.4227,3.0817,-14.3597
1.0000,norm_pos_0,1.1360,0.7454,0.0000,-8.4194,3.0806,-14.3599
1.0000,norm_pos_0,1.1348,0.7456,0.0000,-8.4124,3.0872,-14.3658
1.0000,norm_pos_0,1.1342,0.7453,0.0000,-8.4109,3.0864,-14.3658
1.0000,norm_pos_0,1.1263,0.7434,0.0000,-8.3850,3.0868,-14.3742
1.0000,norm_pos_0,1.1254,0.7428,0.0000,-8.3770,3.0920,-14.3811
1.0000,norm_pos_0,1.1146,0.7403,0.0000,-8.3480,3.0862,-14.3837
1.0000,norm_pos_0,1.1032,0.7368,0.0000,-8.3176,3.0773,-14.3856
1.0000,norm_pos_0,1.0992,0.7357,0.0000,-8.3066,3.0746,-14.3864
1.0000,norm_pos_0,1.0948,0.7352,0.0000,-8.2893,3.0789,-14.3958
1.0000,norm_pos_0,1.0893,0.7337,0.0000,-8.2744,3.0753,-14.3969
1.0000,norm_pos_0,1.0851,0.7327,0.0000,-8.2572,3.0783,-14.4063
1.0000,norm_pos_0,1.0682,0.7280,0.0000,-8.2115,3.0664,-14.4092
1.0000,norm_pos_0,1.0673,0.7280,0.0000,-8.2017,3.0722,-14.4191
1.0000,norm_pos_0,1.0583,0.7260,0.0000,-8.1777,3.0675,-14.4210
1.0000,norm_pos_0,1.0540,0.7248,0.0000,-8.1662,3.0644,-14.4217
1.0000,norm_pos_0,1.0441,0.7227,0.0000,-8.1397,3.0593,-14.4238
1.0000,norm_pos_0,1.0385,0.7219,0.0000,-8.1170,3.0631,-14.4346
1.0000,norm_pos_0,1.0311,0.7197,0.0000,-8.0885,3.0638,-14.4447
1.0000,norm_pos_0,1.0115,0.7143,0.0000,-8.0359,3.0504,-14.4473
1.0000,norm_pos_0,1.0003,0.7112,0.0000,-8.0059,3.0424,-14.4486
1.0000,norm_pos_0,0.9962,0.7099,0.0000,-7.9854,3.0448,-14.4591
1.0000,norm_pos_0,0.9820,0.7068,0.0000,-7.9473,3.0372,-14.4613
1.0000,norm_pos_0,0.9744,0.7038,0.0000,-7.9267,3.0292,-14.4614
1.0000,norm_pos_0,0.9573,0.6995,0.0000,-7.8809,3.0185,-14.4636
1.0000,norm_pos_0,0.9442,0.6953,0.0000,-7.8359,3.0128,-14.4737
1.0000,norm_pos_0,0.9448,0.6963,0.0000,-7.8376,3.0154,-14.4743
1.0000,norm_pos_0,0.9212,0.6887,0.0000,-7.7646,2.9999,-14.4848
0.9969,norm_pos_0,0.9101,0.6860,0.0000,-7.7349,2.9929,-14.4858
1.0000,norm_pos_0,0.9086,0.6857,0.0000,-7.7202,2.9986,-14.4948
1.0000,norm_pos_0,0.9001,0.6831,0.0000,-7.6972,2.9919,-14.4950
1.0000,norm_pos_0,0.8910,0.6807,0.0000,-7.6729,2.9858,-14.4956
1.0000,norm_pos_0,0.8883,0.6802,0.0000,-7.6656,2.9844,-14.4959
1.0000,norm_pos_0,0.8790,0.6779,0.0000,-7.6294,2.9858,-14.5057
1.0000,norm_pos_0,0.8702,0.6751,0.0000,-7.6058,2.9784,-14.5057
1.0000,norm_pos_0,0.8420,0.6668,0.0000,-7.5190,2.9623,-14.5142
1.0000,norm_pos_0,0.8379,0.6659,0.0000,-7.5080,2.9598,-14.5144
1.0000,norm_pos_0,0.8260,0.6616,0.0000,-7.4623,2.9544,-14.5231
1.0000,norm_pos_0,0.8010,0.6541,0.0000,-7.3952,2.9348,-14.5222
1.0000,norm_pos_0,0.7915,0.6510,0.0000,-7.3698,2.9264,-14.5215
1.0000,norm_pos_0,0.7841,0.6495,0.0000,-7.3498,2.9226,-14.5218
1.0000,norm_pos_0,0.7698,0.6446,0.0000,-7.2968,2.9163,-14.5296
1.0000,norm_pos_0,0.7561,0.6407,0.0000,-7.2445,2.9128,-14.5375
1.0000,norm_pos_0,0.7439,0.6377,0.0000,-7.2120,2.9050,-14.5368
1.0000,norm_pos_0,0.7283,0.6330,0.0000,-7.1701,2.8923,-14.5353
1.0000,norm_pos_0,0.7188,0.6295,0.0000,-7.1279,2.8893,-14.5417
1.0000,norm_pos_0,0.7059,0.6259,0.0000,-7.0935,2.8796,-14.5402
1.0000,norm_pos_0,0.6916,0.6213,0.0000,-7.0552,2.8670,-14.5381
