Timestamp,Identifier,PupilPositionX,PupilPositionY,PupilPositionZ,UnityWorldPositionX,UnityWorldPositionY,UnityWorldPositionZ
0.9900,norm_pos_0,0.4293,0.4341,0.0000,-7.3941,2.0629,-13.3310
1.0000,norm_pos_0,0.4345,0.4357,0.0000,-7.3927,2.0663,-13.3167
1.0000,norm_pos_0,0.4419,0.4380,0.0000,-7.3877,2.0659,-13.2986
1.0000,norm_pos_0,0.4423,0.4364,0.0000,-7.3851,2.0621,-13.2984
1.0000,norm_pos_0,0.4410,0.4337,0.0000,-7.3827,2.0559,-13.3050
1.0000,norm_pos_0,0.4399,0.4306,0.0000,-7.3789,2.0483,-13.3096
1.0000,norm_pos_0,0.4393,0.4284,0.0000,-7.3760,2.0431,-13.3121
1.0000,norm_pos_0,0.4382,0.4269,0.0000,-7.3705,2.0332,-13.3202
1.0000,norm_pos_0,0.4374,0.4248,0.0000,-7.3680,2.0282,-13.3233
1.0000,norm_pos_0,0.4370,0.4240,0.0000,-7.3623,2.0194,-13.3288
1.0000,norm_pos_0,0.4372,0.4235,0.0000,-7.3615,2.0183,-13.3285
1.0000,norm_pos_0,0.4369,0.4237,0.0000,-7.3619,2.0187,-13.3293
1.0000,norm_pos_0,0.4369,0.4240,0.0000,-7.3581,2.0135,-13.3327
1.0000,norm_pos_0,0.4370,0.4237,0.0000,-7.3576,2.0127,-13.3329
1.0000,norm_pos_0,0.4365,0.4236,0.0000,-7.3516,2.0042,-13.3368
1.0000,norm_pos_0,0.4360,0.4241,0.0000,-7.3527,2.0056,-13.3379
1.0000,norm_pos_0,0.4355,0.4253,0.0000,-7.3550,2.0085,-13.3384
1.0000,norm_pos_0,0.4351,0.4265,0.0000,-7.3572,2.0116,-13.3390
1.0000,norm_pos_0,0.4336,0.4277,0.0000,-7.3551,2.0085,-13.3426
1.0000,norm_pos_0,0.4325,0.4286,0.0000,-7.3500,2.0025,-13.3464
1.0000,norm_pos_0,0.4308,0.4289,0.0000,-7.3517,2.0035,-13.3505
1.0000,norm_pos_0,0.4297,0.4306,0.0000,-7.3538,2.0064,-13.3529
1.0000,norm_pos_0,0.4271,0.4302,0.0000,-7.3548,2.0055,-13.3600
1.0000,norm_pos_0,0.4254,0.4310,0.0000,-7.3480,1.9975,-13.3680
1.0000,norm_pos_0,0.4235,0.4309,0.0000,-7.3490,1.9973,-13.3731
1.0000,norm_pos_0,0.4213,0.4304,0.0000,-7.3497,1.9965,-13.3790
1.0000,norm_pos_0,0.4201,0.4304,0.0000,-7.3453,1.9911,-13.3848
1.0000,norm_pos_0,0.4165,0.4302,0.0000,-7.3473,1.9909,-13.3943
1.0000,norm_pos_0,0.4148,0.4302,0.0000,-7.3360,1.9785,-13.4058
1.0000,norm_pos_0,0.4134,0.4301,0.0000,-7.3366,1.9783,-13.4094
1.0000,norm_pos_0,0.4136,0.4304,0.0000,-7.3371,1.9791,-13.4087
1.0000,norm_pos_0,0.4135,0.4301,0.0000,-7.3293,1.9712,-13.4130
1.0000,norm_pos_0,0.4125,0.4289,0.0000,-7.3278,1.9684,-13.4162
1.0000,norm_pos_0,0.4124,0.4277,0.0000,-7.2977,1.9394,-13.4310
1.0000,norm_pos_0,0.4116,0.4264,0.0000,-7.2959,1.9367,-13.4338
1.0000,norm_pos_0,0.4129,0.4254,0.0000,-7.2604,1.9057,-13.4458
1.0000,norm_pos_0,0.4161,0.4240,0.0000,-7.2558,1.9023,-13.4385
1.0000,norm_pos_0,0.4196,0.4217,0.0000,-7.2493,1.8969,-13.4305
1.0000,norm_pos_0,0.4217,0.4204,0.0000,-7.2189,1.8724,-13.4374
1.0000,norm_pos_0,0.4232,0.4203,0.0000,-7.2179,1.8722,-13.4334
0.9900,norm_pos_1,0.5324,0.5251,0.0000,-7.3471,1.9686,-13.2105
0.9857,norm_pos_1,0.5372,0.5277,0.0000,-7.3513,1.9732,-13.1970
0.9836,norm_pos_1,0.5381,0.5285,0.0000,-7.3529,1.9748,-13.1945
1.0000,norm_pos_1,0.5345,0.5279,0.0000,-7.3527,1.9739,-13.2043
1.0000,norm_pos_1,0.5355,0.5283,0.0000,-7.3536,1.9778,-13.1972
1.0000,norm_pos_1,0.5311,0.5268,0.0000,-7.3528,1.9788,-13.2049
1.0000,norm_pos_1,0.5309,0.5262,0.0000,-7.3514,1.9775,-13.2058
1.0000,norm_pos_1,0.5267,0.5257,0.0000,-7.3539,1.9800,-13.2128
1.0000,norm_pos_1,0.5155,0.5264,0.0000,-7.3594,1.9820,-13.2422
0.9900,norm_pos_1,0.4890,0.5334,0.0000,-7.3857,2.0001,-13.3061
0.6558,norm_pos_1,0.4927,0.5582,0.0000,-7.4395,2.0506,-13.2856
0.9900,norm_pos_1,0.4134,0.5684,0.0000,-7.4899,2.0738,-13.4910
0.8488,norm_pos_1,0.4246,0.5732,0.0000,-7.4965,2.0827,-13.4600
0.8936,norm_pos_1,0.4172,0.5833,0.0000,-7.5213,2.1027,-13.4761
1.0000,norm_pos_1,0.4047,0.5821,0.0000,-7.5234,2.1015,-13.5074
1.0000,norm_pos_1,0.4054,0.5836,0.0000,-7.5267,2.1046,-13.5051
1.0000,norm_pos_1,0.4128,0.5873,0.0000,-7.5318,2.1122,-13.4826
1.0000,norm_pos_1,0.4124,0.5899,0.0000,-7.5376,2.1172,-13.4829
1.0000,norm_pos_1,0.4049,0.5917,0.0000,-7.5443,2.1210,-13.5020
1.0000,norm_pos_1,0.4112,0.5957,0.0000,-7.5507,2.1286,-13.4841
1.0000,norm_pos_1,0.3953,0.5950,0.0000,-7.5547,2.1283,-13.5254
1.0000,norm_pos_1,0.3931,0.5960,0.0000,-7.5576,2.1302,-13.5308
1.0000,norm_pos_1,0.3937,0.5971,0.0000,-7.5596,2.1319,-13.5286
1.0000,norm_pos_1,0.3981,0.5982,0.0000,-7.5605,2.1340,-13.5168
1.0000,norm_pos_1,0.3963,0.5984,0.0000,-7.5610,2.1341,-13.5204
1.0000,norm_pos_1,0.3981,0.6001,0.0000,-7.5640,2.1373,-13.5151
1.0000,norm_pos_1,0.3950,0.5982,0.0000,-7.5611,2.1339,-13.5238
1.0000,norm_pos_1,0.3964,0.6004,0.0000,-7.5638,2.1362,-13.5194
1.0000,norm_pos_1,0.3930,0.6007,0.0000,-7.5657,2.1370,-13.5281
1.0000,norm_pos_1,0.3932,0.6019,0.0000,-7.5674,2.1376,-13.5272
1.0000,norm_pos_1,0.3964,0.6036,0.0000,-7.5699,2.1406,-13.5185
1.0000,norm_pos_1,0.4022,0.6059,0.0000,-7.5728,2.1448,-13.5024
1.0000,norm_pos_1,0.3961,0.6038,0.0000,-7.5697,2.1400,-13.5187
1.0000,norm_pos_1,0.4007,0.6050,0.0000,-7.5705,2.1420,-13.5060
1.0000,norm_pos_1,0.4002,0.6053,0.0000,-7.5714,2.1426,-13.5072
1.0000,norm_pos_1,0.3996,0.6067,0.0000,-7.5740,2.1447,-13.5082
1.0000,norm_pos_1,0.4035,0.6068,0.0000,-7.5728,2.1447,-13.4977
1.0000,norm_pos_1,0.4064,0.6057,0.0000,-7.5694,2.1425,-13.4905
1.0000,norm_pos_1,0.4057,0.6064,0.0000,-7.5710,2.1436,-13.4923
1.0000,norm_pos_1,0.4060,0.6074,0.0000,-7.5729,2.1454,-13.4911
1.0000,norm_pos_1,0.4046,0.6094,0.0000,-7.5780,2.1496,-13.4938
1.0000,norm_pos_1,0.4081,0.6103,0.0000,-7.5786,2.1510,-13.4843
1.0000,norm_pos_1,0.4052,0.6100,0.0000,-7.5790,2.1506,-13.4919
1.0000,norm_pos_1,0.4058,0.6108,0.0000,-7.5806,2.1535,-13.4896
1.0000,norm_pos_1,0.4065,0.6122,0.0000,-7.5834,2.1561,-13.4872
1.0000,norm_pos_1,0.3801,0.6071,0.0000,-7.5818,2.1477,-13.5585
0.9660,norm_pos_1,0.2440,0.5698,0.0000,-7.5494,2.0846,-13.9292
0.8005,norm_pos_1,0.2468,0.5671,0.0000,-7.5426,2.0794,-13.9226
0.9900,norm_pos_1,0.1247,0.5261,0.0000,-7.4986,2.0090,-14.2569
0.9610,norm_pos_0,0.7991,0.9204,0.0000,-8.1099,2.7414,-12.3335
0.7057,norm_pos_0,0.7708,0.9189,0.0000,-8.1175,2.7401,-12.4085
0.7750,norm_pos_0,0.7436,0.9146,0.0000,-8.1186,2.7334,-12.4814
0.9900,norm_pos_0,0.0791,0.5177,0.0000,-7.5051,1.9994,-14.3722
1.0000,norm_pos_0,0.0749,0.5181,0.0000,-7.5076,2.0000,-14.3829
1.0000,norm_pos_0,0.0680,0.5194,0.0000,-7.5131,2.0029,-14.4005
1.0000,norm_pos_0,0.0706,0.5207,0.0000,-7.5175,2.0053,-14.3903
1.0000,norm_pos_0,0.0724,0.5222,0.0000,-7.5199,2.0080,-14.3851
1.0000,norm_pos_0,0.0727,0.5231,0.0000,-7.5219,2.0098,-14.3840
1.0000,norm_pos_0,0.0726,0.5238,0.0000,-7.5252,2.0114,-14.3815
1.0000,norm_pos_0,0.0701,0.5251,0.0000,-7.5305,2.0129,-14.3847
1.0000,norm_pos_0,0.0697,0.5240,0.0000,-7.5283,2.0109,-14.3862
1.0000,norm_pos_0,0.0748,0.5251,0.0000,-7.5288,2.0128,-14.3725
1.0000,norm_pos_0,0.0743,0.5255,0.0000,-7.5327,2.0130,-14.3697
1.0000,norm_pos_0,0.0780,0.5271,0.0000,-7.5348,2.0160,-14.3595
1.0000,norm_pos_0,0.0730,0.5262,0.0000,-7.5349,2.0146,-14.3729
1.0000,norm_pos_0,0.0761,0.5273,0.0000,-7.5360,2.0165,-14.3642
1.0000,norm_pos_0,0.0811,0.5276,0.0000,-7.5364,2.0168,-14.3490
1.0000,norm_pos_0,0.0779,0.5287,0.0000,-7.5415,2.0196,-14.3555
1.0000,norm_pos_0,0.0771,0.5289,0.0000,-7.5435,2.0211,-14.3564
1.0000,norm_pos_0,0.0772,0.5288,0.0000,-7.5434,2.0211,-14.3559
1.0000,norm_pos_0,0.0793,0.5296,0.0000,-7.5441,2.0224,-14.3501
1.0000,norm_pos_0,0.0824,0.5283,0.0000,-7.5429,2.0228,-14.3411
1.0000,norm_pos_0,0.0797,0.5291,0.0000,-7.5458,2.0245,-14.3478
1.0000,norm_pos_0,0.0815,0.5286,0.0000,-7.5478,2.0274,-14.3420
1.0000,norm_pos_0,0.0746,0.5291,0.0000,-7.5519,2.0288,-14.3600
1.0000,norm_pos_0,0.0781,0.5291,0.0000,-7.5542,2.0318,-14.3489
1.0000,norm_pos_0,0.0759,0.5281,0.0000,-7.5529,2.0300,-14.3551
1.0000,norm_pos_0,0.0748,0.5279,0.0000,-7.5529,2.0296,-14.3579
1.0000,norm_pos_0,0.0758,0.5275,0.0000,-7.5516,2.0288,-14.3555
1.0000,norm_pos_0,0.0741,0.5278,0.0000,-7.5573,2.0329,-14.3576
1.0000,norm_pos_0,0.0706,0.5253,0.0000,-7.5535,2.0282,-14.3677
1.0000,norm_pos_0,0.0736,0.5262,0.0000,-7.5572,2.0330,-14.3581
1.0000,norm_pos_0,0.0715,0.5262,0.0000,-7.5582,2.0332,-14.3636
0.9374,norm_pos_1,0.0016,0.4404,0.0000,-7.4637,1.8875,-14.5434
0.8279,norm_pos_1,0.0040,0.4381,0.0000,-7.4576,1.8826,-14.5384
0.9006,norm_pos_1,0.0039,0.4382,0.0000,-7.4591,1.8817,-14.5365
0.7378,norm_pos_1,0.0035,0.4386,0.0000,-7.4602,1.8826,-14.5375
0.8585,norm_pos_1,0.0039,0.4380,0.0000,-7.4602,1.8799,-14.5344
0.7285,norm_pos_1,0.0046,0.4372,0.0000,-7.4582,1.8783,-14.5329
0.7486,norm_pos_1,0.0032,0.4384,0.0000,-7.4656,1.8786,-14.5307
0.7103,norm_pos_1,0.0030,0.4387,0.0000,-7.4682,1.8775,-14.5290
0.9144,norm_pos_1,0.0027,0.4389,0.0000,-7.4714,1.8775,-14.5277
0.7780,norm_pos_1,0.0011,0.4406,0.0000,-7.4757,1.8810,-14.5312
0.8790,norm_pos_1,0.0004,0.4411,0.0000,-7.4772,1.8820,-14.5327
0.7531,norm_pos_1,0.0008,0.4408,0.0000,-7.4779,1.8815,-14.5305
0.9900,norm_pos_1,-0.0025,0.4732,0.0000,-7.5475,1.9474,-14.5232
0.9900,norm_pos_1,0.0251,0.4927,0.0000,-7.5738,1.9850,-14.4411
1.0000,norm_pos_1,0.0270,0.4906,0.0000,-7.5684,1.9807,-14.4371
0.9900,norm_pos_1,0.0920,0.5198,0.0000,-7.5932,2.0363,-14.2540
0.9469,norm_pos_1,0.1143,0.5296,0.0000,-7.6011,2.0549,-14.1911
0.9900,norm_pos_1,0.2306,0.5714,0.0000,-7.6241,2.1331,-13.8688
0.8640,norm_pos_1,0.2384,0.5749,0.0000,-7.6271,2.1398,-13.8468
0.9415,norm_pos_1,0.2532,0.5798,0.0000,-7.6293,2.1493,-13.8068
0.9705,norm_pos_1,0.2844,0.5880,0.0000,-7.6298,2.1649,-13.7228
1.0000,norm_pos_1,0.2998,0.5916,0.0000,-7.6287,2.1712,-13.6810
1.0000,norm_pos_1,0.3070,0.5917,0.0000,-7.6249,2.1711,-13.6620
1.0000,norm_pos_1,0.3222,0.5943,0.0000,-7.6237,2.1785,-13.6222
1.0000,norm_pos_1,0.3311,0.5915,0.0000,-7.6129,2.1723,-13.6004
1.0000,norm_pos_1,0.3358,0.5922,0.0000,-7.6166,2.1812,-13.5884
1.0000,norm_pos_1,0.3401,0.5942,0.0000,-7.6184,2.1851,-13.5764
1.0000,norm_pos_1,0.3432,0.5963,0.0000,-7.6210,2.1892,-13.5673
1.0000,norm_pos_1,0.3525,0.5965,0.0000,-7.6164,2.1891,-13.5428
1.0000,norm_pos_1,0.3487,0.5977,0.0000,-7.6278,2.2042,-13.5539
1.0000,norm_pos_1,0.3525,0.6018,0.0000,-7.6385,2.2218,-13.5444
0.9254,norm_pos_1,0.3622,0.6031,0.0000,-7.6359,2.2238,-13.5187
1.0000,norm_pos_1,0.3632,0.6025,0.0000,-7.6341,2.2224,-13.5162
1.0000,norm_pos_1,0.3647,0.6034,0.0000,-7.6393,2.2326,-13.5131
1.0000,norm_pos_1,0.3595,0.6011,0.0000,-7.6374,2.2281,-13.5276
1.0000,norm_pos_1,0.3555,0.6025,0.0000,-7.6423,2.2313,-13.5375
1.0000,norm_pos_1,0.3586,0.6037,0.0000,-7.6431,2.2337,-13.5288
1.0000,norm_pos_1,0.3588,0.6057,0.0000,-7.6472,2.2382,-13.5273
1.0000,norm_pos_1,0.3581,0.6074,0.0000,-7.6551,2.2501,-13.5293
1.0000,norm_pos_1,0.3505,0.6058,0.0000,-7.6558,2.2472,-13.5499
1.0000,norm_pos_1,0.3408,0.6043,0.0000,-7.6625,2.2545,-13.5768
0.9914,norm_pos_1,0.3385,0.6060,0.0000,-7.6669,2.2582,-13.5819
1.0000,norm_pos_1,0.3413,0.6096,0.0000,-7.6726,2.2657,-13.5729
1.0000,norm_pos_1,0.3410,0.6087,0.0000,-7.6766,2.2768,-13.5744
1.0000,norm_pos_1,0.3412,0.6116,0.0000,-7.6823,2.2832,-13.5723
1.0000,norm_pos_1,0.3363,0.6102,0.0000,-7.6821,2.2806,-13.5858
1.0000,norm_pos_1,0.3380,0.6118,0.0000,-7.6937,2.3059,-13.5812
1.0000,norm_pos_1,0.3491,0.6137,0.0000,-7.6915,2.3091,-13.5512
1.0000,norm_pos_1,0.3500,0.6163,0.0000,-7.6960,2.3147,-13.5477
1.0000,norm_pos_1,0.3514,0.6159,0.0000,-7.7023,2.3327,-13.5455
1.0000,norm_pos_1,0.3543,0.6199,0.0000,-7.7152,2.3614,-13.5378
0.8891,norm_pos_0,0.3767,0.7861,0.0000,-8.0090,2.7886,-13.4356
0.9958,norm_pos_0,0.3727,0.7785,0.0000,-7.9973,2.7710,-13.4489
0.9900,norm_pos_0,0.2780,0.6017,0.0000,-7.7289,2.3659,-13.7642
1.0000,norm_pos_0,0.2883,0.6030,0.0000,-7.7260,2.3696,-13.7399
1.0000,norm_pos_0,0.2899,0.6010,0.0000,-7.7219,2.3648,-13.7366
1.0000,norm_pos_0,0.2894,0.5975,0.0000,-7.7155,2.3642,-13.7505
0.9900,norm_pos_1,0.5746,0.6962,0.0000,-7.7774,2.6563,-12.9835
1.0000,norm_pos_1,0.5657,0.6872,0.0000,-7.7662,2.6350,-13.0098
1.0000,norm_pos_1,0.5769,0.6901,0.0000,-7.7667,2.6409,-12.9795
1.0000,norm_pos_1,0.5838,0.6894,0.0000,-7.7628,2.6396,-12.9610
1.0000,norm_pos_1,0.5813,0.6898,0.0000,-7.7644,2.6409,-12.9675
1.0000,norm_pos_1,0.5921,0.6912,0.0000,-7.7623,2.6420,-12.9380
1.0000,norm_pos_1,0.5821,0.6893,0.0000,-7.7630,2.6382,-12.9648
1.0000,norm_pos_1,0.5902,0.6876,0.0000,-7.7565,2.6301,-12.9422
1.0000,norm_pos_1,0.6071,0.6874,0.0000,-7.7504,2.6290,-12.8970
1.0000,norm_pos_1,0.6152,0.6882,0.0000,-7.7486,2.6301,-12.8755
1.0000,norm_pos_1,0.6130,0.6871,0.0000,-7.7477,2.6278,-12.8815
1.0000,norm_pos_1,0.6116,0.6867,0.0000,-7.7476,2.6269,-12.8855
1.0000,norm_pos_1,0.6099,0.6873,0.0000,-7.7503,2.6291,-12.8912
1.0000,norm_pos_1,0.6101,0.6871,0.0000,-7.7498,2.6284,-12.8905
1.0000,norm_pos_1,0.6057,0.6853,0.0000,-7.7488,2.6246,-12.9032
1.0000,norm_pos_1,0.6067,0.6846,0.0000,-7.7473,2.6228,-12.9008
1.0000,norm_pos_1,0.6065,0.6844,0.0000,-7.7478,2.6229,-12.9021
1.0000,norm_pos_1,0.6084,0.6826,0.0000,-7.7442,2.6183,-12.8976
1.0000,norm_pos_1,0.6069,0.6834,0.0000,-7.7458,2.6204,-12.8998
1.0000,norm_pos_1,0.6016,0.6822,0.0000,-7.7459,2.6181,-12.9142
1.0000,norm_pos_1,0.5991,0.6831,0.0000,-7.7483,2.6205,-12.9206
1.0000,norm_pos_1,0.5960,0.6818,0.0000,-7.7467,2.6173,-12.9264
1.0000,norm_pos_1,0.5960,0.6811,0.0000,-7.7455,2.6155,-12.9268
1.0000,norm_pos_1,0.5951,0.6800,0.0000,-7.7441,2.6129,-12.9293
1.0000,norm_pos_1,0.5896,0.6787,0.0000,-7.7428,2.6105,-12.9396
1.0000,norm_pos_1,0.5960,0.6804,0.0000,-7.7431,2.6141,-12.9221
1.0000,norm_pos_1,0.5958,0.6811,0.0000,-7.7431,2.6174,-12.9180
1.0000,norm_pos_1,0.5979,0.6824,0.0000,-7.7443,2.6204,-12.9120
1.0000,norm_pos_1,0.6006,0.6855,0.0000,-7.7469,2.6294,-12.8996
1.0000,norm_pos_1,0.6032,0.6854,0.0000,-7.7457,2.6291,-12.8928
1.0000,norm_pos_1,0.6057,0.6864,0.0000,-7.7451,2.6329,-12.8828
1.0000,norm_pos_1,0.6084,0.6882,0.0000,-7.7462,2.6399,-12.8728
1.0000,norm_pos_1,0.6082,0.6887,0.0000,-7.7472,2.6413,-12.8733
1.0000,norm_pos_1,0.6155,0.6892,0.0000,-7.7449,2.6419,-12.8539
1.0000,norm_pos_1,0.6130,0.6886,0.0000,-7.7450,2.6406,-12.8606
1.0000,norm_pos_1,0.6200,0.6903,0.0000,-7.7448,2.6442,-12.8416
1.0000,norm_pos_1,0.6138,0.6886,0.0000,-7.7435,2.6481,-12.8540
1.0000,norm_pos_1,0.6176,0.6896,0.0000,-7.7423,2.6599,-12.8393
1.0000,norm_pos_1,0.6192,0.6899,0.0000,-7.7422,2.6607,-12.8350
1.0000,norm_pos_1,0.6088,0.6892,0.0000,-7.7457,2.6599,-12.8624
1.0000,norm_pos_1,0.5387,0.6689,0.0000,-7.7445,2.6154,-13.0530
0.9900,norm_pos_1,0.3808,0.6185,0.0000,-7.7360,2.5090,-13.4782
0.9900,norm_pos_1,0.3299,0.5864,0.0000,-7.7091,2.4332,-13.6221
0.9900,norm_pos_1,0.7997,0.7398,0.0000,-7.7369,2.7783,-12.3403
0.9900,norm_pos_1,0.2781,0.5173,0.0000,-7.6288,2.2683,-13.7750
0.9900,norm_pos_1,0.2841,0.4931,0.0000,-7.5889,2.2072,-13.7675
0.8695,norm_pos_1,1.4514,0.9033,0.0000,-7.6850,3.1446,-10.5739
0.9900,norm_pos_0,0.3594,0.4319,0.0000,-7.4787,2.0659,-13.5579
1.0000,norm_pos_0,0.3650,0.4362,0.0000,-7.4821,2.0765,-13.5419
1.0000,norm_pos_0,0.3626,0.4361,0.0000,-7.4877,2.0808,-13.5390
1.0000,norm_pos_0,0.3634,0.4366,0.0000,-7.4880,2.0820,-13.5368
1.0000,norm_pos_0,0.3641,0.4370,0.0000,-7.4922,2.0867,-13.5259
1.0000,norm_pos_0,0.3644,0.4374,0.0000,-7.4926,2.0879,-13.5249
0.9946,norm_pos_0,0.3652,0.4378,0.0000,-7.4969,2.0937,-13.5141
1.0000,norm_pos_0,0.3668,0.4383,0.0000,-7.4966,2.0948,-13.5098
1.0000,norm_pos_0,0.3701,0.4392,0.0000,-7.4960,2.0970,-13.5010
1.0000,norm_pos_0,0.3698,0.4397,0.0000,-7.5025,2.1045,-13.4930
1.0000,norm_pos_0,0.3700,0.4406,0.0000,-7.5035,2.1066,-13.4920
1.0000,norm_pos_0,0.3712,0.4413,0.0000,-7.5039,2.1086,-13.4887
1.0000,norm_pos_0,0.3724,0.4421,0.0000,-7.5042,2.1104,-13.4854
1.0000,norm_pos_0,0.3718,0.4429,0.0000,-7.5097,2.1169,-13.4787
1.0000,norm_pos_0,0.3729,0.4437,0.0000,-7.5129,2.1221,-13.4679
1.0000,norm_pos_0,0.3722,0.4443,0.0000,-7.5141,2.1236,-13.4697
1.0000,norm_pos_0,0.3746,0.4460,0.0000,-7.5150,2.1279,-13.4629
1.0000,norm_pos_0,0.3750,0.4464,0.0000,-7.5178,2.1327,-13.4543
1.0000,norm_pos_0,0.3747,0.4469,0.0000,-7.5186,2.1337,-13.4549
1.0000,norm_pos_0,0.3779,0.4480,0.0000,-7.5181,2.1366,-13.4462
1.0000,norm_pos_0,0.3788,0.4484,0.0000,-7.5210,2.1416,-13.4365
1.0000,norm_pos_0,0.3805,0.4488,0.0000,-7.5203,2.1425,-13.4319
1.0000,norm_pos_0,0.3844,0.4499,0.0000,-7.5233,2.1516,-13.4148
1.0000,norm_pos_0,0.3860,0.4509,0.0000,-7.5236,2.1541,-13.4104
1.0000,norm_pos_0,0.3864,0.4513,0.0000,-7.5238,2.1551,-13.4094
1.0000,norm_pos_0,0.3888,0.4528,0.0000,-7.5242,2.1589,-13.4024
1.0000,norm_pos_0,0.3884,0.4534,0.0000,-7.5294,2.1674,-13.3979
1.0000,norm_pos_0,0.3883,0.4540,0.0000,-7.5345,2.1764,-13.3947
1.0000,norm_pos_0,0.3898,0.4554,0.0000,-7.5352,2.1800,-13.3901
1.0000,norm_pos_0,0.3886,0.4557,0.0000,-7.5365,2.1809,-13.3931
1.0000,norm_pos_0,0.3883,0.4563,0.0000,-7.5418,2.1899,-13.3914
1.0000,norm_pos_0,0.3881,0.4565,0.0000,-7.5423,2.1906,-13.3916
1.0000,norm_pos_0,0.3841,0.4563,0.0000,-7.5448,2.1903,-13.4019
1.0000,norm_pos_0,0.3824,0.4561,0.0000,-7.5458,2.1897,-13.4065
0.8647,norm_pos_1,0.4528,0.6569,0.0000,-7.7647,2.4909,-13.1026
0.9394,norm_pos_1,0.4298,0.6489,0.0000,-7.7694,2.4717,-13.1651
0.9451,norm_pos_1,0.4222,0.6465,0.0000,-7.7712,2.4628,-13.1874
1.0000,norm_pos_1,0.4099,0.6361,0.0000,-7.7632,2.4381,-13.2242
1.0000,norm_pos_1,0.4075,0.6353,0.0000,-7.7631,2.4296,-13.2341
1.0000,norm_pos_1,0.4086,0.6367,0.0000,-7.7648,2.4330,-13.2307
1.0000,norm_pos_1,0.4088,0.6354,0.0000,-7.7613,2.4246,-13.2334
1.0000,norm_pos_1,0.4095,0.6340,0.0000,-7.7569,2.4130,-13.2364
1.0000,norm_pos_1,0.4094,0.6324,0.0000,-7.7535,2.4063,-13.2393
1.0000,norm_pos_1,0.4137,0.6328,0.0000,-7.7510,2.4072,-13.2284
1.0000,norm_pos_1,0.4118,0.6325,0.0000,-7.7515,2.4037,-13.2375
1.0000,norm_pos_1,0.4188,0.6341,0.0000,-7.7489,2.4074,-13.2187
1.0000,norm_pos_1,0.4083,0.6327,0.0000,-7.7546,2.4043,-13.2463
1.0000,norm_pos_1,0.4093,0.6329,0.0000,-7.7542,2.4048,-13.2436
1.0000,norm_pos_1,0.4059,0.6304,0.0000,-7.7517,2.3959,-13.2581
1.0000,norm_pos_1,0.4068,0.6314,0.0000,-7.7529,2.3954,-13.2590
1.0000,norm_pos_1,0.4017,0.6290,0.0000,-7.7525,2.3899,-13.2733
1.0000,norm_pos_1,0.4005,0.6285,0.0000,-7.7515,2.3860,-13.2791
1.0000,norm_pos_1,0.4008,0.6294,0.0000,-7.7529,2.3881,-13.2779
1.0000,norm_pos_1,0.3995,0.6286,0.0000,-7.7525,2.3862,-13.2817
1.0000,norm_pos_1,0.3987,0.6284,0.0000,-7.7527,2.3858,-13.2837
1.0000,norm_pos_1,0.3980,0.6284,0.0000,-7.7523,2.3824,-13.2877
1.0000,norm_pos_1,0.3981,0.6280,0.0000,-7.7498,2.3776,-13.2886
1.0000,norm_pos_1,0.3960,0.6276,0.0000,-7.7508,2.3769,-13.2941
1.0000,norm_pos_1,0.3900,0.6271,0.0000,-7.7543,2.3757,-13.3096
1.0000,norm_pos_1,0.3952,0.6286,0.0000,-7.7531,2.3790,-13.2957
1.0000,norm_pos_1,0.3940,0.6281,0.0000,-7.7517,2.3743,-13.2994
1.0000,norm_pos_1,0.3948,0.6283,0.0000,-7.7515,2.3747,-13.2974
1.0000,norm_pos_1,0.3992,0.6291,0.0000,-7.7486,2.3716,-13.2858
1.0000,norm_pos_1,0.3908,0.6271,0.0000,-7.7513,2.3672,-13.3082
1.0000,norm_pos_1,0.3918,0.6277,0.0000,-7.7515,2.3684,-13.3054
1.0000,norm_pos_1,0.3929,0.6293,0.0000,-7.7537,2.3721,-13.3018
1.0000,norm_pos_1,0.3958,0.6300,0.0000,-7.7526,2.3730,-13.2932
1.0000,norm_pos_1,0.3976,0.6296,0.0000,-7.7476,2.3629,-13.2872
1.0000,norm_pos_1,0.4010,0.6297,0.0000,-7.7453,2.3631,-13.2786
1.0000,norm_pos_1,0.4049,0.6308,0.0000,-7.7444,2.3656,-13.2680
1.0000,norm_pos_1,0.4099,0.6308,0.0000,-7.7402,2.3625,-13.2547
1.0000,norm_pos_1,0.4112,0.6310,0.0000,-7.7395,2.3629,-13.2512
1.0000,norm_pos_1,0.4141,0.6318,0.0000,-7.7375,2.3598,-13.2422
1.0000,norm_pos_1,0.4159,0.6329,0.0000,-7.7382,2.3622,-13.2369
1.0000,norm_pos_1,0.4198,0.6340,0.0000,-7.7368,2.3622,-13.2265
1.0000,norm_pos_1,0.3895,0.6278,0.0000,-7.7485,2.3486,-13.3071
1.0000,norm_pos_1,0.3355,0.6145,0.0000,-7.7653,2.3195,-13.4519
1.0000,norm_pos_1,0.2952,0.6067,0.0000,-7.7808,2.2981,-13.5596
1.0000,norm_pos_1,0.2904,0.6057,0.0000,-7.7811,2.2892,-13.5738
1.0000,norm_pos_1,0.2861,0.6076,0.0000,-7.7879,2.2936,-13.5836
1.0000,norm_pos_1,0.2826,0.6061,0.0000,-7.7863,2.2853,-13.5958
1.0000,norm_pos_1,0.2842,0.6062,0.0000,-7.7852,2.2853,-13.5917
